82,"REBA Q SCOUTTEN","OPERATOR",56,+0048226.40,2
83,"WILLIAM N JOHNSON","FIELDREP",43,+0062395.57,5
84,"HELENA Y WALKER","SALESREP",33,+0024453.08,6
85,"MICHELLE F KWAN","CLERK   ",22,+0026430.05,3
86,"MASATOSHI N SETRIGHT","FIELDREP",56,+0041409.48,8
87,"JOHN Z GOUNOT","SALESREP",32,+0111698.62,4
88,"SYBIL X HEMMINGER","SALESREP",32,+0028151.43,1
89,"EVA D GEYER","CLERK   ",60,+0068465.39,8
90,"SALLY Q BROWN","MANAGER ",23,+0075580.26,8
91,"PHILIP T JOHNSON","OPERATOR",48,+0037628.45,9
92,"JENNIFER K LEE","DESIGNER",56,+0054489.06,4
93,"REBA J KWAN","DESIGNER",41,+0092423.38,2
94,"ROY Z STERN","SALESREP",35,+0020653.19,5
95,"JAMES V PULASKI","PRES    ",22,+0064250.73,9
96,"EILEEN L PULASKI","FIELDREP",51,+0065445.43,4
97,"PHILIP A QUINTANA","ANALYST ",52,+0044439.51,3
98,"THEODORE Y MEHTA","SALESREP",39,+0086211.78,5
99,"ROY B SETRIGHT","ANALYST ",46,+0022511.10,1
100,"JASON X STERN","MANAGER ",31,+0030928.29,9
101,"SALLY C MEHTA","CLERK   ",37,+0076416.83,2
102,"ETHEL M SCHNEIDER","FIELDREP",45,+0043931.56,3
103,"EVA W JOHN","SALESREP",45,+0090706.56,8
104,"WING U WONG","PRES    ",44,+0038584.64,1
105,"SALLY L SPENSER","FIELDREP",49,+0094392.50,8
106,"JAMES V MARINO","PRES    ",29,+0046075.05,3
107,"ROY M HENDERSON","FIELDREP",39,+0023561.52,2
108,"SALLY X O'CONNELL","SALESREP",50,+0097300.99,8
109,"MICHELLE G SETRIGHT","DESIGNER",57,+0052499.10,4
110,"MICHELLE E BROWN","CLERK   ",45,+0049566.14,6
111,"KIM B JOHNSON","ANALYST ",44,+0078930.33,1
112,"EILEEN K SPRINGER","DESIGNER",55,+0045370.76,8
113,"EVA G BROWN","DESIGNER",37,+0126410.41,2
114,"REBA M MARINO","FIELDREP",49,+0093064.93,7
115,"MICHELLE T O'CONNELL","OPERATOR",31,+0025477.96,7
116,"JASON U O'CONNELL","PRES    ",33,+0051112.32,5
117,"THEODORE B JEFFERSON","ANALYST ",28,+0079491.62,4
118,"WILLIAM Z NICHOLLS","SALESREP",36,+0053905.31,5
119,"JAMES E PULASKI","CLERK   ",30,+0042883.34,4
120,"JAMES S HENDERSON","OPERATOR",55,+0037485.30,8
121,"ROBERT J WALKER","DESIGNER",29,+0037178.62,1
122,"GREG D GOUNOT","CLERK   ",48,+0052446.13,3
123,"JOHN U NICHOLLS","PRES    ",53,+0041491.97,6
124,"WING K QUINTANA","DESIGNER",36,+0056972.46,9
125,"MICHAEL U ORLANDO","PRES    ",55,+0139102.66,1
126,"SALLY C LUTZ","CLERK   ",22,+0093597.91,2
127,"EILEEN B PEREZ","ANALYST ",52,+0130801.30,2
128,"SEAN G WONG","DESIGNER",58,+0039378.80,5
129,"ROBERT R QUINTANA","OPERATOR",58,+0051510.76,4
130,"WING G O'CONNELL","DESIGNER",55,+0039859.88,4
131,"ROBERT P JOHNSON","OPERATOR",42,+0022630.99,2
132,"ROBERT E NATZ","CLERK   ",31,+0030732.21,3
133,"SYBIL R QUINTANA","OPERATOR",58,+0025170.82,7
134,"HELENA O SETRIGHT","OPERATOR",42,+0042447.34,5
135,"DAVID W SPENSER","SALESREP",31,+0050940.78,5
136,"ROY S PIANKA","OPERATOR",42,+0021340.19,7
137,"SALLY A MONTEVERDE","ANALYST ",37,+0097321.98,4
138,"DIAN D ORLANDO","CLERK   ",58,+0034151.60,4
139,"JOHN Z SPRINGER","SALESREP",35,+0023662.28,2
140,"ELIZABETH L WONG","FIELDREP",40,+0046418.20,4
141,"MICHELLE J STERN","DESIGNER",48,+0018343.32,4
142,"GREG T NICHOLLS","OPERATOR",37,+0023284.43,9
143,"MARIA G BROWN","DESIGNER",37,+0044487.64,7
144,"DANIEL Z MONTEVERDE","SALESREP",36,+0062228.07,4
145,"REBA C JEFFERSON","CLERK   ",35,+0051368.11,2
146,"BRUCE A MARINO","ANALYST ",50,+0072062.06,7
147,"MAUDE R SPENSER","OPERATOR",38,+0049886.06,5
148,"MICHELLE S ADAMSON","OPERATOR",42,+0033684.11,1
149,"BRUCE N NATZ","FIELDREP",40,+0035935.28,2
150,"EVA K HAAS","DESIGNER",41,+0071482.54,9
151,"MARIA I HENDERSON","DESIGNER",44,+0044947.37,6
152,"JOHN I ADAMSON","DESIGNER",24,+0076136.52,2
153,"ROBERT P THOMPSON","OPERATOR",25,+0022012.16,8
154,"RAMLAL J LUTZ","DESIGNER",26,+0047054.97,7
155,"WING D LEE","CLERK   ",25,+0061201.10,8
156,"DANIEL Y SCHWARTZ","SALESREP",28,+0068934.09,9
157,"ROY W HENDERSON","SALESREP",38,+0039127.33,8
158,"DIAN I MONTEVERDE","DESIGNER",56,+0057916.03,5
159,"MASATOSHI E SCHWARTZ","CLERK   ",27,+0033117.63,5
160,"REBA U GOUNOT","PRES    ",31,+0099218.32,4
161,"EILEEN U SPRINGER","PRES    ",32,+0034677.97,8
162,"SYBIL C HAAS","CLERK   ",48,+0029127.67,9
163,"ETHEL F KWAN","CLERK   ",25,+0036762.76,3
164,"DELORES T SPRINGER","OPERATOR",56,+0092213.40,5
165,"WING Y KWAN","SALESREP",24,+0025180.09,9
166,"WILLIAM U SPENSER","PRES    ",52,+0082124.22,9
167,"VINCENZO V JEFFERSON","PRES    ",28,+0097728.63,2
168,"DAVID C JOHNSON","CLERK   ",32,+0029870.89,7
169,"JAMES P GOUNOT","OPERATOR",49,+0037750.12,9
170,"HEATHER L NICHOLLS","FIELDREP",35,+0094008.33,6
171,"IRVING E JONES","CLERK   ",35,+0084997.98,2
172,"JASON W JOHN","SALESREP",36,+0039540.55,6
173,"MASATOSHI D GEYER","CLERK   ",36,+0027018.39,4
174,"ROBERT J ADAMSON","DESIGNER",30,+0041459.71,7
175,"DAVID B SCHNEIDER","ANALYST ",52,+0038764.40,3
176,"JAMES R WONG","OPERATOR",50,+0021514.79,7
177,"PHILIP O JEFFERSON","OPERATOR",60,+0039121.54,7
178,"PHILIP E ORLANDO","CLERK   ",24,+0051163.01,2
179,"DAVID Y QUINTANA","SALESREP",58,+0062325.96,2
180,"THEODORE O NICHOLLS","OPERATOR",24,+0062685.97,1
181,"SALLY D NATZ","CLERK   ",36,+0124853.69,2
182,"JAMES I KWAN","DESIGNER",51,+0028623.10,6
183,"JASON D JOHN","CLERK   ",39,+0043678.77,6
184,"WING Z ALONZO","SALESREP",30,+0046946.39,4
185,"ETHEL H THOMPSON","DESIGNER",51,+0029477.80,4
186,"DANIEL L KWAN","FIELDREP",44,+0049578.48,1
187,"THEODORE Y O'CONNELL","SALESREP",57,+0073394.58,5
188,"MICHELLE F NICHOLLS","CLERK   ",60,+0020570.70,4
189,"ROBERT R SCOUTTEN","OPERATOR",23,+0021302.30,1
190,"MASATOSHI Q JEFFERSON","OPERATOR",36,+0055555.12,8
191,"JOHN G JOHN","DESIGNER",43,+0102750.59,1
192,"ETHEL X SPRINGER","SALESREP",50,+0044219.20,2
193,"DIAN F KWAN","CLERK   ",51,+0065844.60,4
194,"JENNIFER H LUTZ","DESIGNER",47,+0071219.01,4
195,"HEATHER L HEMMINGER","FIELDREP",22,+0046028.51,9
196,"EILEEN L GEYER","FIELDREP",47,+0069297.36,5
197,"ELIZABETH R GOUNOT","OPERATOR",55,+0078604.23,6
198,"RAMLAL Y YAMAMOTO","SALESREP",43,+0035245.66,9
199,"BRUCE N STERN","FIELDREP",25,+0060433.13,6
200,"REBA O JONES","OPERATOR",50,+0076009.37,2
201,"EVA X JEFFERSON","SALESREP",55,+0054759.11,9
202,"GREG P MEHTA","OPERATOR",32,+0024743.41,8
203,"DANIEL T PEREZ","OPERATOR",30,+0052728.87,8
204,"SYBIL H YOSHIMURA","DESIGNER",50,+0068883.59,3
205,"WILLIAM M WONG","FIELDREP",52,+0073933.99,9
206,"JOHN Y NICHOLLS","SALESREP",46,+0017973.06,5
207,"MARILYN M PIANKA","FIELDREP",35,+0062781.70,4
208,"JAMES I LUTZ","DESIGNER",42,+0040493.03,3
209,"DIAN U SCOUTTEN","PRES    ",48,+0026401.84,4
210,"JAMES N SCHNEIDER","FIELDREP",27,+0061372.56,8
211,"MARILYN B MONTEVERDE","ANALYST ",43,+0059199.95,6
212,"SALLY K YOSHIMURA","DESIGNER",43,+0064201.17,7
213,"EILEEN A NICHOLLS","ANALYST ",32,+0037081.72,4
214,"JOHN V SMITH","PRES    ",25,+0109552.76,7
215,"BRUCE E LEE","CLERK   ",44,+0030337.61,5
216,"JAMES P BROWN","OPERATOR",30,+0039251.29,7
217,"KIYOSHI F WONG","CLERK   ",51,+0072805.71,4
218,"GREG Q NICHOLLS","OPERATOR",32,+0019889.72,1
219,"MARIA F YOSHIMURA","CLERK   ",56,+0022423.77,7
220,"WING Z MARINO","SALESREP",55,+0042703.90,6
221,"REBA O GEYER","OPERATOR",48,+0042281.89,7
222,"MICHELLE R NICHOLLS","OPERATOR",43,+0053507.07,3
223,"ETHEL V WALKER","PRES    ",29,+0036957.47,5
224,"JENNIFER M JOHNSON","FIELDREP",25,+0034911.72,7
225,"CHRISTINE L JEFFERSON","FIELDREP",47,+0108242.39,1
226,"EVA R JOHNSON","OPERATOR",41,+0103007.00,7
227,"DAVID M PEREZ","FIELDREP",46,+0058479.21,1
228,"MASATOSHI B HAAS","ANALYST ",31,+0060178.98,7
229,"MAUDE K HAAS","DESIGNER",40,+0028946.68,3
230,"ROBERT C NATZ","CLERK   ",23,+0029511.84,9
231,"MARILYN X WALKER","SALESREP",28,+0052680.41,9
232,"WILLIAM H SMITH","DESIGNER",42,+0075084.08,8
233,"GREG H ALONZO","DESIGNER",22,+0049059.80,3
234,"CHRISTINE W O'CONNELL","SALESREP",27,+0218389.09,2
235,"CHRISTINE L PARKER","FIELDREP",42,+0198959.12,3
236,"MASATOSHI E STERN","CLERK   ",33,+0062900.66,9
237,"DIAN K MARINO","DESIGNER",44,+0039992.66,2
238,"JAMES F GOUNOT","CLERK   ",49,+0045289.40,4
239,"SYBIL F SPRINGER","CLERK   ",41,+0025625.05,3
240,"SEAN Q HAAS","OPERATOR",33,+0051314.42,5
241,"HELENA F BROWN","CLERK   ",60,+0033850.68,1
242,"PHILIP O YOSHIMURA","OPERATOR",24,+0054626.15,2
243,"VINCENZO Q WONG","OPERATOR",52,+0050581.76,9
244,"SEAN I ADAMSON","DESIGNER",27,+0044352.35,7
245,"DIAN C JOHN","CLERK   ",55,+0025418.40,4
246,"JASON A WALKER","ANALYST ",31,+0063533.68,9
247,"ETHEL A YAMAMOTO","ANALYST ",33,+0026957.66,9
248,"RAMLAL Q HAAS","OPERATOR",51,+0037281.74,9
249,"JAMES J QUINTANA","DESIGNER",43,+0059049.03,1
250,"WING I LUTZ","DESIGNER",50,+0024399.16,6
251,"EILEEN L JOHN","FIELDREP",43,+0086801.42,3
252,"JASON E SPRINGER","CLERK   ",40,+0026923.86,2
253,"EILEEN Z PARKER","SALESREP",44,+0071512.12,3
254,"JOHN Q ORLANDO","OPERATOR",39,+0025408.41,4
255,"PHILIP Z SCHWARTZ","SALESREP",40,+0038327.76,2
256,"KIM M BROWN","FIELDREP",60,+0058907.76,1
257,"JOHN A HAAS","ANALYST ",47,+0073640.76,2
258,"WING F GEYER","CLERK   ",24,+0064220.97,6
259,"DANIEL R NICHOLLS","OPERATOR",25,+0026881.87,7
260,"CHRISTINE D WALKER","CLERK   ",32,+0104237.99,4
261,"WING V HENDERSON","PRES    ",32,+0040204.65,8
262,"DIAN W LUTZ","SALESREP",34,+0034573.08,3
263,"CHRISTINE O PEREZ","OPERATOR",40,+0216156.14,7
264,"EVA W MEHTA","SALESREP",43,+0048569.26,7
265,"RAMLAL P PEREZ","OPERATOR",45,+0057101.29,4
266,"EILEEN F QUINTANA","CLERK   ",28,+0043369.87,9
267,"MICHELLE D ADAMSON","CLERK   ",48,+0041413.67,8
268,"WILLIAM U ADAMSON","PRES    ",44,+0059399.50,1
269,"KIYOSHI J SCHWARTZ","DESIGNER",58,+0074013.76,7
270,"MARILYN N WONG","FIELDREP",35,+0026107.14,8
271,"GREG Y NICHOLLS","SALESREP",42,+0044936.79,6
272,"HELENA E LUTZ","CLERK   ",44,+0048496.52,3
273,"HEATHER Z JOHN","SALESREP",53,+0054742.05,4
274,"REBA O MONTEVERDE","OPERATOR",37,+0097681.57,4
275,"KIYOSHI Y NICHOLLS","SALESREP",59,+0071686.49,6
276,"SEAN A PARKER","ANALYST ",43,+0035029.01,4
277,"MARIA U PULASKI","PRES    ",31,+0038360.50,9
278,"ROY S MARINO","OPERATOR",31,+0029487.97,8
279,"IRVING Q JOHN","OPERATOR",53,+0086634.07,5
280,"PHILIP W JEFFERSON","SALESREP",32,+0037290.89,7
281,"ELIZABETH J SETRIGHT","DESIGNER",37,+0043674.92,6
282,"DELORES H NATZ","DESIGNER",54,+0049001.42,7
283,"REBA C NATZ","CLERK   ",30,+0053446.23,7
284,"JOHN D SMITH","CLERK   ",50,+0041691.96,2
285,"JAMES K MONTEVERDE","DESIGNER",28,+0060736.65,8
286,"SYBIL V YOSHIMURA","PRES    ",37,+0033247.46,8
287,"JENNIFER F YAMAMOTO","CLERK   ",23,+0039671.07,6
288,"JOHN B LEE","ANALYST ",56,+0047180.83,9
289,"MAUDE I SPENSER","DESIGNER",25,+0050938.95,6
290,"DAVID X LUCCHESSI","SALESREP",37,+0075356.98,1
291,"MAUDE Y NICHOLLS","SALESREP",31,+0028638.81,4
292,"SALVATORE H ALONZO","DESIGNER",51,+0059138.63,3
293,"ROY J WALKER","DESIGNER",40,+0031616.99,6
294,"DIAN M MONTEVERDE","FIELDREP",42,+0064468.07,2
295,"DANIEL V GEYER","PRES    ",30,+0051070.38,3
296,"BRUCE K SPENSER","DESIGNER",52,+0028135.99,5
297,"MICHAEL C SCOUTTEN","CLERK   ",34,+0105587.21,9
298,"ROBERT W LEE","SALESREP",46,+0035341.73,7
299,"EVA C SPENSER","CLERK   ",41,+0130595.67,5
300,"SEAN I SPENSER","DESIGNER",51,+0071354.40,5
301,"DAVID S O'CONNELL","OPERATOR",57,+0066879.33,6
302,"EVA J JEFFERSON","DESIGNER",34,+0066563.53,5
303,"EILEEN I HAAS","DESIGNER",50,+0121433.80,4
304,"REBA F HENDERSON","CLERK   ",45,+0088964.10,5
305,"KIYOSHI Y O'CONNELL","SALESREP",34,+0038324.97,3
306,"PHILIP L MONTEVERDE","FIELDREP",48,+0026363.47,5
307,"JENNIFER D SMITH","CLERK   ",27,+0035918.65,2
308,"MARIA Y WONG","SALESREP",30,+0022756.88,4
309,"DAVID T KWAN","OPERATOR",26,+0078303.27,5
310,"MARIA L QUINTANA","FIELDREP",25,+0042248.28,4
311,"VINCENZO L NATZ","FIELDREP",38,+0084845.49,2
312,"SYBIL E ALONZO","CLERK   ",26,+0065927.49,8
313,"HEATHER P MEHTA","OPERATOR",39,+0034535.73,6
314,"MARIA L HAAS","FIELDREP",23,+0041319.69,4
315,"JOHN T O'CONNELL","OPERATOR",23,+0099300.58,8
316,"DELORES A PEREZ","ANALYST ",55,+0066765.04,1
317,"DIAN O HAAS","OPERATOR",45,+0044091.05,5
318,"KIM J PARKER","DESIGNER",40,+0045723.65,4
319,"PHILIP I NICHOLLS","DESIGNER",43,+0046186.05,5
320,"SEAN A JEFFERSON","ANALYST ",53,+0059784.03,3
321,"SALVATORE D YOSHIMURA","CLERK   ",36,+0062638.60,9
322,"CHRISTINE B SPRINGER","ANALYST ",23,+0199900.78,4
323,"DIAN B SPRINGER","ANALYST ",48,+0037409.88,9
324,"HEATHER K GEYER","DESIGNER",60,+0081239.74,4
325,"JASON S SETRIGHT","OPERATOR",38,+0029820.48,8
326,"MICHAEL Y PIANKA","SALESREP",50,+0137667.35,6
327,"SEAN R JEFFERSON","OPERATOR",51,+0047224.65,5
328,"DELORES D YAMAMOTO","CLERK   ",42,+0083476.86,2
329,"THEODORE Q STERN","OPERATOR",23,+0072987.06,3
330,"JENNIFER S SPENSER","OPERATOR",24,+0025275.92,2
331,"EILEEN H LEE","DESIGNER",26,+0040120.64,1
332,"PHILIP B LUCCHESSI","ANALYST ",48,+0019138.82,6
333,"DAVID D ADAMSON","CLERK   ",28,+0086322.77,3
334,"DELORES L SCHNEIDER","FIELDREP",54,+0040688.31,4
335,"IRVING E STERN","CLERK   ",59,+0066904.06,6
336,"DAVID H HEMMINGER","DESIGNER",32,+0066026.45,1
337,"JAMES Z SPRINGER","SALESREP",37,+0034838.05,9
338,"BRUCE W BROWN","SALESREP",31,+0070795.07,5
339,"MAUDE D SMITH","CLERK   ",26,+0021702.47,5
340,"MAUDE F MONTEVERDE","CLERK   ",49,+0026657.94,5
341,"ELIZABETH B SMITH","ANALYST ",42,+0068679.79,7
342,"MARILYN F ALONZO","CLERK   ",33,+0027912.11,5
343,"SALVATORE W SMITH","SALESREP",39,+0030091.26,4
344,"SYBIL P STERN","OPERATOR",56,+0033648.33,9
345,"RAMLAL Q WONG","OPERATOR",43,+0030573.63,5
346,"JENNIFER J LUCCHESSI","DESIGNER",59,+0059757.95,2
347,"HEATHER T LUTZ","OPERATOR",40,+0092060.15,9
348,"DELORES I HEMMINGER","DESIGNER",50,+0059391.12,6
349,"HEATHER Z PULASKI","SALESREP",48,+0099103.23,4
350,"PHILIP M KWAN","FIELDREP",48,+0054684.90,8
351,"MICHAEL C GEYER","CLERK   ",31,+0115280.57,2
352,"BRUCE B NATZ","ANALYST ",50,+0077656.36,4
353,"HELENA M HENDERSON","FIELDREP",60,+0030460.16,7
354,"CHRISTINE J SCHWARTZ","DESIGNER",57,+0190162.49,3
355,"JOHN Y KWAN","SALESREP",35,+0047239.89,6
356,"MASATOSHI U STERN","PRES    ",34,+0055383.31,7
357,"JAMES B YOSHIMURA","ANALYST ",59,+0057781.07,8
358,"WILLIAM Q MONTEVERDE","OPERATOR",31,+0072063.00,1
359,"BRUCE X GOUNOT","SALESREP",43,+0048127.69,1
360,"JOHN H NATZ","DESIGNER",41,+0086352.00,3
361,"WILLIAM L PARKER","FIELDREP",54,+0070067.01,9
362,"MICHAEL B SMITH","ANALYST ",25,+0114624.76,1
363,"SALLY F O'CONNELL","CLERK   ",24,+0064168.19,6
364,"WILLIAM Y SCOUTTEN","SALESREP",22,+0088224.70,3
365,"VINCENZO F LUTZ","CLERK   ",24,+0050139.33,2
366,"JASON O ALONZO","OPERATOR",60,+0061415.73,2
367,"REBA X JEFFERSON","SALESREP",48,+0043264.48,9
368,"KIYOSHI B GEYER","ANALYST ",49,+0063439.38,2
369,"GREG G YOSHIMURA","DESIGNER",54,+0036506.32,9
370,"SEAN F YAMAMOTO","CLERK   ",58,+0062824.67,5
371,"THEODORE M WALKER","FIELDREP",55,+0128336.34,7
372,"MARILYN E KWAN","CLERK   ",60,+0075498.01,3
373,"ELIZABETH E NICHOLLS","CLERK   ",38,+0076664.55,7
374,"SEAN O PEREZ","OPERATOR",36,+0062590.20,5
375,"SEAN E MEHTA","CLERK   ",36,+0036326.13,4
376,"DAVID V ORLANDO","PRES    ",40,+0062657.24,5
377,"ROBERT P HENDERSON","OPERATOR",36,+0034250.43,8
378,"JOHN L LUCCHESSI","FIELDREP",36,+0037804.96,2
379,"WILLIAM L MARINO","FIELDREP",45,+0100042.31,1
380,"SALVATORE B GEYER","ANALYST ",47,+0043519.71,9
381,"MAUDE C JEFFERSON","CLERK   ",25,+0047441.75,7
382,"CHRISTINE L HEMMINGER","FIELDREP",60,+0143494.19,1
383,"SALLY X YAMAMOTO","SALESREP",60,+0098509.36,8
384,"PHILIP R WONG","OPERATOR",34,+0020669.93,7
385,"SYBIL B LEE","ANALYST ",59,+0043083.34,4
386,"ROY A ADAMSON","ANALYST ",39,+0037013.86,4
387,"DAVID Z WONG","SALESREP",56,+0078421.34,5
388,"IRVING U SMITH","PRES    ",34,+0073492.49,9
389,"BRUCE G JOHNSON","DESIGNER",57,+0056279.58,9
390,"THEODORE H ADAMSON","DESIGNER",51,+0078397.89,4
391,"DELORES T SCHWARTZ","OPERATOR",23,+0085875.52,8
392,"JOHN M STERN","FIELDREP",41,+0116528.65,5
393,"JOHN H O'CONNELL","DESIGNER",28,+0020354.44,4
394,"SYBIL W BROWN","SALESREP",23,+0037700.35,8
395,"ROBERT X YAMAMOTO","SALESREP",42,+0052235.60,4
396,"DANIEL H YAMAMOTO","DESIGNER",38,+0070535.55,1
397,"MARIA M ALONZO","FIELDREP",42,+0046826.24,3
398,"WING D MEHTA","CLERK   ",41,+0041758.20,1
399,"ROBERT C STERN","CLERK   ",53,+0027794.80,4
400,"MICHELLE F PARKER","CLERK   ",49,+0029558.03,6
401,"SEAN T GOUNOT","OPERATOR",59,+0062994.51,1
402,"PHILIP F YAMAMOTO","CLERK   ",42,+0044748.27,9
403,"REBA Y SPRINGER","SALESREP",22,+0100507.83,3
404,"RAMLAL O STERN","OPERATOR",43,+0024571.43,1
405,"CHRISTINE T WALKER","OPERATOR",30,+0219740.99,7
406,"WING W SPENSER","SALESREP",45,+0047191.47,5
407,"ROY H ALONZO","DESIGNER",46,+0022334.25,7
408,"EILEEN M PULASKI","FIELDREP",47,+0026200.61,5
409,"KIYOSHI U O'CONNELL","PRES    ",29,+0035004.81,5
410,"SYBIL Z JEFFERSON","SALESREP",43,+0065295.90,9
411,"SYBIL L SPRINGER","FIELDREP",34,+0043644.28,6
412,"DANIEL I THOMPSON","DESIGNER",25,+0048850.55,8
413,"SALVATORE Q MONTEVERDE","OPERATOR",26,+0057934.77,1
414,"ROBERT M SETRIGHT","FIELDREP",45,+0021850.83,8
415,"MASATOSHI H GOUNOT","DESIGNER",30,+0050878.09,6
416,"ETHEL O JOHNSON","OPERATOR",23,+0042579.67,1
417,"REBA C JOHNSON","CLERK   ",30,+0054292.41,6
418,"MARILYN X STERN","SALESREP",56,+0039315.43,2
419,"PHILIP P LUCCHESSI","OPERATOR",42,+0037539.74,6
420,"DELORES L JOHNSON","FIELDREP",47,+0064240.25,9
421,"ROY C SETRIGHT","CLERK   ",31,+0021361.57,2
422,"SYBIL M LEE","FIELDREP",45,+0068260.65,5
423,"HEATHER Q ALONZO","OPERATOR",37,+0071597.00,7
424,"EILEEN V LEE","PRES    ",42,+0027408.84,5
425,"JOHN S HAAS","OPERATOR",58,+0049115.44,1
